Class,isDecompilable,distanceToOriginal,nbNodesOriginal,isRecompilable,bytecodeDistance,passTests,nbAttempt
org/apache/commons/imaging/formats/tiff/constants/WangTagConstants,true,3,106,true,2,NA,1
org/apache/commons/imaging/formats/tiff/constants/Rfc2301TagConstants,true,13,839,true,0,NA,1
org/apache/commons/imaging/formats/tiff/constants/Tiff4TagConstants,true,3,142,true,2,NA,1
org/apache/commons/imaging/formats/tiff/constants/TiffConstants,true,3,225,true,0,NA,1
org/apache/commons/imaging/formats/tiff/constants/TiffDirectoryConstants,true,0,148,true,0,NA,1
org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeShort,true,28,560,true,16,true,2
org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeRational,true,28,852,true,31,true,1
org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeAscii,true,89,1531,true,123,true,1
org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeDouble,true,28,560,true,16,true,2
org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeLong,true,24,544,true,16,true,2
org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeFloat,true,31,560,true,16,true,2
org/apache/commons/imaging/formats/tiff/fieldtypes/FieldType,true,124,1435,true,32,true,1
org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeByte,true,15,252,true,1,true,2
org/apache/commons/imaging/formats/tiff/TiffImageMetadata,true,726,6558,true,221,true,6
org/apache/commons/imaging/formats/tiff/JpegImageData,true,11,102,true,5,true,2
org/apache/commons/imaging/formats/tiff/TiffElement,true,30,556,true,8,true,1
org/apache/commons/imaging/formats/tiff/TiffImageData,true,263,1175,true,0,NA,2
org/apache/commons/imaging/formats/tiff/TiffImageParser,true,270,7285,true,553,true,2
org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterLogLuv,true,145,1635,true,212,NA,1
org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterPalette,true,11,532,true,12,true,1
org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterCmyk,true,2,283,true,0,true,1
org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterCieLab,true,2,261,true,0,NA,1
org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterRgb,true,6,291,true,0,true,1
org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterYCbCr,true,11,1007,true,0,NA,1
org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterBiLevel,true,9,353,true,0,true,1
org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreter,true,6,227,true,0,true,1
org/apache/commons/imaging/formats/tiff/datareaders/DataReaderStrips,true,345,3335,true,257,true,2
org/apache/commons/imaging/formats/tiff/datareaders/BitInputStream,true,132,1651,true,0,true,1
org/apache/commons/imaging/formats/tiff/datareaders/DataReader,true,144,2060,true,126,true,2
org/apache/commons/imaging/formats/tiff/datareaders/DataReaderTiled,true,324,3376,true,182,true,2
org/apache/commons/imaging/formats/pnm/PpmWriter,true,46,910,true,24,true,2
org/apache/commons/imaging/formats/pnm/PnmImageParser,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/formats/pnm/PamWriter,true,31,857,true,32,true,2
org/apache/commons/imaging/formats/pnm/WhiteSpaceReader,true,39,567,true,62,true,1
org/apache/commons/imaging/formats/pnm/PamFileInfo,true,225,2191,true,29,true,2
org/apache/commons/imaging/formats/pnm/PgmWriter,true,35,737,true,24,true,2
org/apache/commons/imaging/formats/pnm/PpmFileInfo,true,118,1343,true,43,true,1
org/apache/commons/imaging/formats/pnm/PbmWriter,true,92,931,true,71,true,2
org/apache/commons/imaging/formats/pnm/PbmFileInfo,true,44,673,true,10,true,1
org/apache/commons/imaging/formats/pnm/PgmFileInfo,true,84,917,true,31,true,1
org/apache/commons/imaging/formats/pnm/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/formats/pnm/PnmConstants,true,0,80,true,0,NA,1
org/apache/commons/imaging/formats/pnm/FileInfo,true,37,830,true,65,true,1
org/apache/commons/imaging/formats/pnm/PnmWriter,true,1,75,true,0,true,2
org/apache/commons/imaging/formats/dcx/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/formats/dcx/DcxImageParser,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/formats/pcx/PcxWriter,true,373,7258,true,296,true,2
org/apache/commons/imaging/formats/pcx/PcxConstants,true,0,32,true,0,NA,1
org/apache/commons/imaging/formats/pcx/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/formats/pcx/PcxImageParser,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/formats/bmp/ImageContents,true,4,174,true,0,true,1
org/apache/commons/imaging/formats/bmp/PixelParserRle,true,175,1713,true,108,true,1
org/apache/commons/imaging/formats/bmp/BmpImageParser,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/formats/bmp/BmpHeaderInfo,true,1,1070,true,0,true,1
org/apache/commons/imaging/formats/bmp/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/formats/bmp/BmpWriterRgb,true,19,485,true,33,true,2
org/apache/commons/imaging/formats/bmp/PixelParserSimple,true,22,252,true,26,true,1
org/apache/commons/imaging/formats/bmp/PixelParser,true,21,444,true,0,true,1
org/apache/commons/imaging/formats/bmp/BmpWriterPalette,true,60,1125,true,52,true,3
org/apache/commons/imaging/formats/bmp/PixelParserBitFields,true,222,1788,true,78,true,1
org/apache/commons/imaging/formats/bmp/BmpWriter,true,3,46,true,0,NA,2
org/apache/commons/imaging/formats/bmp/PixelParserRgb,true,262,1622,true,24,true,1
org/apache/commons/imaging/formats/icns/IcnsDecoder,true,992,3951,true,412,true,2
org/apache/commons/imaging/formats/icns/Rle24Compression,true,0,563,true,46,true,1
org/apache/commons/imaging/formats/icns/IcnsType,true,335,2884,true,331,true,1
org/apache/commons/imaging/formats/icns/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/formats/icns/IcnsImageParser,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/formats/xpm/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/formats/xpm/XpmImageParser,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/formats/jpeg/iptc/IptcParser,true,147,4153,true,385,true,1
org/apache/commons/imaging/formats/jpeg/iptc/JpegIptcRewriter,true,123,1611,true,4,true,2
org/apache/commons/imaging/formats/jpeg/iptc/PhotoshopApp13Data,true,10,301,true,25,true,1
org/apache/commons/imaging/formats/jpeg/iptc/IptcConstants,true,0,556,true,0,NA,1
org/apache/commons/imaging/formats/jpeg/iptc/IptcRecord,true,20,487,true,4,true,1
org/apache/commons/imaging/formats/jpeg/iptc/IptcType,true,0,15,true,0,NA,1
org/apache/commons/imaging/formats/jpeg/iptc/IptcTypeLookup,true,34,219,true,34,true,1
org/apache/commons/imaging/formats/jpeg/iptc/IptcTypes,true,199,1814,true,277,true,1
org/apache/commons/imaging/formats/jpeg/iptc/IptcBlock,true,6,180,true,3,true,1
org/apache/commons/imaging/formats/jpeg/JpegConstants,true,316,1464,true,16,true,1
org/apache/commons/imaging/formats/jpeg/JpegImageMetadata,true,258,1764,true,195,true,3
org/apache/commons/imaging/formats/jpeg/JpegImageParser,true,2640,10244,true,921,true,2
org/apache/commons/imaging/formats/jpeg/segments/DhtSegment,true,202,2214,true,41,true,1
org/apache/commons/imaging/formats/jpeg/segments/SosSegment,true,47,1092,true,22,true,1
org/apache/commons/imaging/formats/jpeg/segments/App13Segment,true,14,309,true,0,true,1
org/apache/commons/imaging/formats/jpeg/segments/App14Segment,true,12,333,true,0,true,1
org/apache/commons/imaging/formats/jpeg/segments/Segment,true,108,746,true,11,true,1
org/apache/commons/imaging/formats/jpeg/segments/SofnSegment,true,55,1176,true,20,true,1
org/apache/commons/imaging/formats/jpeg/segments/AppnSegment,true,11,119,true,3,true,1
org/apache/commons/imaging/formats/jpeg/segments/App2Segment,true,39,729,true,3,true,1
org/apache/commons/imaging/formats/jpeg/segments/DqtSegment,true,28,789,true,59,true,1
org/apache/commons/imaging/formats/jpeg/segments/JfifSegment,true,49,920,true,5,true,1
org/apache/commons/imaging/formats/jpeg/segments/GenericSegment,true,21,481,true,30,true,1
org/apache/commons/imaging/formats/jpeg/segments/ComSegment,true,10,212,true,3,true,1
org/apache/commons/imaging/formats/jpeg/segments/UnknownSegment,true,6,134,true,5,true,1
org/apache/commons/imaging/formats/jpeg/exif/ExifRewriter,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/formats/jpeg/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/formats/jpeg/decoder/YCbCrConverter,true,39,1208,true,96,true,1
org/apache/commons/imaging/formats/jpeg/decoder/JpegInputStream,true,39,466,true,0,true,1
org/apache/commons/imaging/formats/jpeg/decoder/Block,true,3,135,true,0,true,1
org/apache/commons/imaging/formats/jpeg/decoder/ZigZag,true,7,498,true,28,true,1
org/apache/commons/imaging/formats/jpeg/decoder/JpegDecoder,true,595,6897,true,827,true,2
org/apache/commons/imaging/formats/jpeg/decoder/Dct,true,1154,9550,true,1774,true,1
org/apache/commons/imaging/formats/jpeg/JpegPhotoshopMetadata,true,7,223,true,27,true,1
org/apache/commons/imaging/formats/jpeg/xmp/JpegXmpRewriter,true,94,1195,true,28,true,1
org/apache/commons/imaging/formats/jpeg/xmp/JpegRewriter,true,294,3822,true,176,true,1
org/apache/commons/imaging/formats/jpeg/xmp/JpegXmpParser,true,8,270,true,0,true,1
org/apache/commons/imaging/formats/jpeg/JpegUtils,true,229,1770,true,65,true,1
org/apache/commons/imaging/ColorTools,true,125,2331,true,0,NA,2
org/apache/commons/imaging/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/Imaging,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/ImageInfo,true,174,2493,true,75,true,1
org/apache/commons/imaging/ImageFormat,true,0,10,true,0,NA,1
org/apache/commons/imaging/PixelDensity,true,145,978,true,12,true,1
org/apache/commons/imaging/common/PackBits,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/common/BinaryConstant,true,61,672,true,42,true,1
org/apache/commons/imaging/common/RgbBufferedImageFactory,true,15,180,true,0,true,2
org/apache/commons/imaging/common/itu_t4/BitInputStreamFlexible,true,77,974,true,12,true,1
org/apache/commons/imaging/common/itu_t4/HuffmanTree,true,80,1082,true,88,true,2
org/apache/commons/imaging/common/itu_t4/BitArrayOutputStream,true,115,1048,true,10,true,1
org/apache/commons/imaging/common/itu_t4/T4AndT6Compression,true,674,11435,true,1012,true,1
org/apache/commons/imaging/common/itu_t4/HuffmanTreeException,true,0,69,true,0,NA,1
org/apache/commons/imaging/common/itu_t4/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/common/itu_t4/T4_T6_Tables,true,117,6173,true,0,true,1
org/apache/commons/imaging/common/BinaryFileParser,true,29,639,true,23,true,1
org/apache/commons/imaging/common/ImageBuilder,true,86,1564,true,24,true,2
org/apache/commons/imaging/common/FastByteArrayOutputStream,true,45,510,true,5,true,1
org/apache/commons/imaging/common/IBufferedImageFactory,true,0,34,true,0,NA,2
org/apache/commons/imaging/common/RationalNumber,true,184,2960,true,121,true,1
org/apache/commons/imaging/common/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/common/ImageMetadata,true,81,795,true,25,true,1
org/apache/commons/imaging/common/BasicCParser,true,205,4933,true,217,true,1
org/apache/commons/imaging/common/ByteConversions,true,8,8750,true,144,true,1
org/apache/commons/imaging/common/IImageMetadata,true,3,37,true,0,NA,1
org/apache/commons/imaging/common/bytesource/ByteSource,true,21,325,true,35,true,1
org/apache/commons/imaging/common/bytesource/ByteSourceArray,true,26,639,true,8,true,1
org/apache/commons/imaging/common/bytesource/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/common/bytesource/ByteSourceFile,true,15,865,true,56,true,1
org/apache/commons/imaging/common/bytesource/ByteSourceInputStream,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/common/BinaryOutputStream,true,140,1470,true,0,true,1
org/apache/commons/imaging/common/mylzw/MyBitInputStream,true,103,863,true,18,true,1
org/apache/commons/imaging/common/mylzw/BitsToByteInputStream,true,21,422,true,12,true,1
org/apache/commons/imaging/common/mylzw/MyLzwCompressor,true,370,3450,true,32,true,1
org/apache/commons/imaging/common/mylzw/MyLzwDecompressor,true,281,2686,true,125,true,1
org/apache/commons/imaging/common/mylzw/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/common/mylzw/MyBitOutputStream,true,110,1113,true,14,true,1
org/apache/commons/imaging/common/BinaryFunctions,true,99,3802,true,214,true,1
org/apache/commons/imaging/common/SimpleBufferedImageFactory,true,18,229,true,0,true,2
org/apache/commons/imaging/util/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/util/Debug,true,208,5231,true,243,true,2
org/apache/commons/imaging/util/IoUtils,true,1,153,true,34,true,1
org/apache/commons/imaging/ImageReadException,true,0,73,true,0,true,1
org/apache/commons/imaging/icc/IccTagTypes,true,133,1446,true,190,true,1
org/apache/commons/imaging/icc/IccTagType,true,0,15,true,0,NA,1
org/apache/commons/imaging/icc/IccTag,true,127,1489,true,69,true,1
org/apache/commons/imaging/icc/IccTagDataTypes,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/icc/package-info,true,NA,NA,true,NA,NA,6
org/apache/commons/imaging/icc/IccProfileParser,false,NA,NA,false,NA,false,6
org/apache/commons/imaging/icc/IccTagDataType,true,3,32,true,0,NA,1
org/apache/commons/imaging/icc/IccConstants,true,48,204,true,0,NA,1
org/apache/commons/imaging/icc/CachingInputStream,true,23,257,true,0,true,1
org/apache/commons/imaging/icc/IccProfileInfo,true,177,2147,true,97,true,1
org/apache/commons/imaging/ImageWriteException,true,52,710,true,43,true,1
org/apache/commons/imaging/ImageFormats,true,107,350,true,124,true,1
org/apache/commons/imaging/ImageDump,true,226,861,true,NA,NA,1
org/apache/commons/imaging/ImagingException,true,0,73,true,0,true,1
org/apache/commons/imaging/ImagingConstants,true,0,80,true,0,NA,1
org/apache/commons/imaging/color/ColorCmyk,true,12,277,true,3,true,1
org/apache/commons/imaging/color/ColorConversions,true,527,11226,true,194,true,1
